name,country,gender,birth_year
Jean Taylor,United States of America,female,1944
Helen Wilson (mathematician),,female,
David Spiegelhalter,United Kingdom,male,1953
Muhammad Yousuf,,male,1946
D. G. Champernowne,United Kingdom,male,1912
Ronald Rivlin,"United Kingdom, United States of America",male,1915
Albert Eagle,,male,
Gabriel Lamé,France,male,1795
Marko Tadić,,male,1953
Philip Hall,United Kingdom,male,1904
Vladimir Vragov,,male,1945
Peter Ludwig Mejdell Sylow,Norway,male,1832
Nicolas Sarrabat,France,male,1698
Gunther Schmidt,Germany,male,1939
John William Norie,United Kingdom,male,1772
Vladimir Leonidovich Popov,Russia,male,1946
Andrew Kalotay,United States of America,male,1940
Ludwig Bieberbach,Germany,male,1886
Sudhakara Dvivedi,India,male,1855
Joel Brawley,United States of America,male,1938
Fabian Stedman,,male,1640
George Alfred Barnard,United Kingdom,male,1915
Thomas Postlethwaite,,male,1731
Patanjali,India,male,
Pierre Wantzel,France,male,1814
Anton von Braunmühl,Germany,male,1853
Valentin Naboth,,male,1523
Donald Aronson,,,
Jerome Levine,United States of America,male,1937
Victor Kac,"Soviet Union, United States of America",male,1943
Shelly Harvey,United States of America,female,
Igor Rodnianski,United States of America,male,1972
Julia Chuzhoy,,female,
Charles Paul Narcisse Moreau,France,male,1837
Clive Selwyn Davis,,male,1916
Nicolaus I Bernoulli,Switzerland,male,1687
Alexander Kirillov Jr.,"Soviet Union, United States of America",male,1900
William Smyth (professor),United States of America,male,1797
C. V. Mourey,,male,1791
Denis Sargan,United Kingdom,male,1924
Vadim Yefremovich,Soviet Union,male,1903
Ludwig Stickelberger,Switzerland,male,1850
Thomas Henderson (astronomer),United Kingdom,male,1798
Rafael E. Núñez,United States of America,male,1960
H. Eugene Stanley,United States of America,male,1941
Zhen Luan,,male,535
Andrzej Ehrenfeucht,"Poland, United States of America",male,1932
Jayant Narlikar,India,male,1938
Maria Adelaide Sneider,,female,1937
Michael Rapoport,Austria,male,1948
Wu-Chung Hsiang,United States of America,male,1935
George Green (mathematician),United Kingdom,male,1793
Alberto Bressan,Italy,male,1956
Ian Castles,Australia,male,1935
Derrick Henry Lehmer,United States of America,male,1905
Federico Cafiero,Italy,male,1914
Joseph Bayma,,male,1816
Bruce Lee Rothschild,United States of America,male,1941
Ralph Abraham (mathematician),United States of America,male,1936
Michel Mandjes,Kingdom of the Netherlands,male,1970
Lewis Evans (mathematician),,male,1755
Emilio Bajada,Italy,male,1914
Dagmar R. Henney,United States of America,female,1931
Paul Gustav Heinrich Bachmann,Germany,male,1837
Zeno of Elea,,male,-490
Stephen Schanuel,United States of America,male,1933
Henri Brocard,France,male,1845
Karl-Rudolf Koch,Germany,male,1935
Goro Shimura,"Japan, United States of America",male,1930
Nizam al-Din Nishapuri,Iran,male,
Alfred Horn,United States of America,male,1918
Gury Marchuk,"Soviet Union, Russia",male,1925
Uriel Feige,Israel,male,1959
Nataša Šešum,,female,
Giovanni Francesco Sagredo,,male,1571
Arthur Byron Coble,United States of America,male,1878
Isaac Newton,"Kingdom of England, http://www.humanistictexts.org/newton.htm, Kingdom of Great Britain, http://db.stevealbum.com/php/chap_auc.php?site=2&lang=1&sale=4&chapter=17&page=3","male, Integrated Authority File, 9 April 2014, data.bnf.fr, 10 October 2015, http://data.bnf.fr/ark:/12148/cb119176085",1643
Olgierd Zienkiewicz,United Kingdom,male,1921
Jean-Baptiste-Charles-Joseph Bélanger,France,male,1790
Bob Moses (activist),United States of America,male,1935
Witold Hurewicz,"Poland, United States of America",male,1904
David Kazhdan,"Soviet Union, United States of America, Israel",male,1946
Vladimir Voevodsky,"Soviet Union, United States of America",male,1966
Johann Ernst Fabri,Germany,male,1755
Peter Paule,Austria,male,1958
Olga Ladyzhenskaya,"Soviet Union, Russia",female,1922
George Gibson (mathematician),,male,1858
Eric Bach,United States of America,male,
Sorin Popa,United States of America,male,1953
Alberto Pinto (mathematician),Portugal,male,1964
Ruth Kellerhals,Switzerland,female,1957
James H. Ellis,United Kingdom,male,1924
Heiner Zieschang,Germany,male,1936
Mikhail Lyubich,United States of America,male,1959
Eusebius of Emesa,,male,295
David Drysdale (mathematician),,male,1877
Joseph Liouville,France,male,1809
Karl Hessenberg,Germany,male,1904
Matthew Foreman,United States of America,male,1957
Michael P. Drazin,United States of America,male,1929
Jeffery H. Smith,United States of America,male,1900
María Andrea Casamayor,Spain,female,1700
Octavio Cordero Palacios (writer),Ecuador,male,1870
William Lawvere,United States of America,male,1937
Joseph L. Doob,United States of America,male,1910
Adam Logan,Canada,male,1975
Nicolaus Copernicus,Royal Prussia,"male, Virtual International Authority File, Integrated Authority File, 9 April 2014, data.bnf.fr, 10 October 2015, http://data.bnf.fr/ark:/12148/cb118976048",1473
Vitold Shmulyan,"Russian Empire, Soviet Union",male,1914
Lorenz Christoph Mizler,Germany,male,1711
Fujita Sadasuke,Japan,male,1734
Kenneth Millett,United States of America,male,1941
G. N. Watson,United Kingdom,male,1886
Charles E. M. Pearce,Australia,male,1940
Bruno Zumbo,,male,
Maxim Kontsevich,"Soviet Union, France, 1999, Russia",male,1964
Ralph Ernest Powers,,male,1875
Georg Faber,Germany,male,1877
André Lichnerowicz,France,male,1915
Steven Kleiman,United States of America,male,1942
Johann Benedict Listing,Germany,male,1808
Ronald Coifman,United States of America,male,1941
Eckehard Schöll,Germany,male,1951
James Waterman Glover,,male,1868
Ernst Engel,Germany,male,1821
Nostradamus,France,male,1503
Leonid Plyushch,"Soviet Union, France",male,1938
Julian Cole,United States of America,male,1925
Sucharit Sarkar,India,male,1983
Deanna Haunsperger,,female,
Karel Janeček,Czech Republic,male,1973
Dijen K. Ray-Chaudhuri,United States of America,male,1933
W. H. Besant,,male,1828
Dinesh Singh (academic),,male,
Alexander Friedmann,"Russian Empire, Soviet Union",male,1888
Anton Zorich,Russia,male,1962
Lyubomir Ivanov (explorer),Bulgaria,male,1952
Henry Atkinson (scientist),,male,1781
Harry Clinton Gossard,United States of America,male,1884
Andreas Schleicher,Germany,male,1964
Kathryn E. Hare,Canada,female,
Bohuslav Balcar,,male,1943
Cahit Arf,Turkey,male,1910
Hans Petersson,Germany,male,1902
Manindra Agrawal,India,male,1966
Morris Birkbeck Pell,Australia,male,1827
Petr Mandl,Czech Republic,male,1933
James A. Yorke,United States of America,male,1941
Dipendra Prasad,,male,1960
André Krüger,Germany,male,1960
Ronald Does,Kingdom of the Netherlands,male,1955
Johann Kaspar Horner,Switzerland,male,1774
Vladimir Andrunakievich,"Romania, Soviet Union",male,1917
Andrzej Grzegorczyk,Poland,male,1922
Len Sassaman,Belgium,male,1980
Nicolas Léonard Sadi Carnot,France,male,1796
Tatyana Velikanova,"Soviet Union, Russia",female,1932
Georges Giraud,France,male,1889
Jean-Paul Benzécri,France,male,1932
George F. D. Duff,Canada,male,1926
Lorenzo Mascheroni,Italy,male,1750
Lester Dubins,United States of America,male,1920
Dirk van Dalen,Kingdom of the Netherlands,male,1932
Abdul Jerri,United States of America,male,1932
Leroy Milton Kelly,United States of America,male,1914
Ilya M. Sobol,"Soviet Union, Russia",male,1926
Glen E. Baxter,United States of America,male,1930
Ahmed ibn Sahl al-Balkhi,Iran,male,850
Ryszard Syski,United States of America,male,1924
Joseph Delboeuf,Belgium,male,1831
Robert Almgren,United States of America,male,
David Slepian,United States of America,male,1923
Egbert Brieskorn,Germany,male,1936
Martin Wilhelm Kutta,Germany,male,1867
Kenneth H. Rosen,United States of America,male,
Alexander Nabutovsky,Canada,male,
Henricus Grammateus,,male,1492
Pietro Paoli,Italy,male,1759
Anton Davidoglu,Romania,male,1876
Eugenia Cheng,,female,
Narendra Karmarkar,India,male,1957
Mei-Chi Shaw,United States of America,female,1955
Khalida Inayat Noor,,female,
Vitalii Ditkin,Soviet Union,male,1910
Ragni Piene,Norway,female,1947
Andrea Milani (mathematician),Italy,male,1948
Donald A. Martin,United States of America,male,1940
David F. Anderson,,male,
Alberto Tognoli,Italy,male,1937
Giorgio Valla,,male,1447
Kristian Seip,Norway,male,1962
Géza Ottlik,Hungary,male,1912
D. M. Smith,United States of America,male,1884
Arnold S. Shapiro,United States of America,male,1921
Vladimir Drinfeld,"Ukraine, Soviet Union",male,1954
Michael Struwe,Germany,male,1955
Germano DAbramo,Italy,male,1973
Alfred Brousseau,United States of America,male,1907
Grégory Miermont,France,male,1979
Zenon Ivanovich Borevich,"Soviet Union, Russia",male,1922
Paul Epstein,Germany,male,1871
Christiane Rousseau,Canada,female,1954
Sylvestre François Lacroix,France,male,1765
Sibyl M. Rock,United States of America,female,1909
Douglas N. Arnold,United States of America,male,1954
Harish-Chandra,India,male,1924
Aron Simis,Brazil,male,1942
Osip Ivanovich Somov,Russian Empire,male,1815
Moses Schönfinkel,"Russian Empire, Soviet Union",male,1889
Bernard de Neumann,,male,1943
Brook Taylor,United Kingdom,male,1685
Robert Haldane (mathematician),,male,1772
Aizik Volpert,Israel,male,1923
Felix Iversen,Finland,male,1887
Anatoly Maltsev,Soviet Union,male,1909
Erika Pannwitz,Germany,female,1904
Günter M. Ziegler,Germany,male,1963
Jill H. Larkin,United States of America,female,1943
Lowell Schoenfeld,United States of America,male,1920
Edward DAvenant,,male,1596
Alexander Ostrowski,"Germany, Switzerland, Russian Empire, Soviet Union",male,1893
Burton Wendroff,United States of America,male,1930
Pietro Pitati,,male,1490
Vladimir Gerdt,,male,1947
Jehan Adam,,male,1400
Michel Deza,Soviet Union,male,1939
Gerland (mathematician),,male,
Vasile M. Popov,United States of America,male,1928
Heisuke Hironaka,Japan,male,1931
John Morgan (mathematician),United States of America,male,1946
Willem Klein,Kingdom of the Netherlands,male,1912
Rosa García García,Spain,female,1965
Peter Orno,United States of America,male,
Christophe Soulé,France,male,1951
Julio Rey Pastor,Spain,male,1888
Bahāʾ al-dīn al-ʿĀmilī,Iran,male,1547
Gábor Domokos,Hungary,male,1961
Ngaiming Mok,"""Peoples Republic of China""",male,1900
Ian R. Porteous,United Kingdom,male,1930
Bapudeva Sastri,India,male,1821
Raphael M. Robinson,United States of America,male,1911
Motosaburo Masuyama,Japan,male,1912
John Blissard,,male,1803
Thābit ibn Qurra,Abbasid Caliphate,male,836
Tamás Szőnyi,Hungary,male,1957
Alexander Lavut,"Soviet Union, Russia",male,1929
Filippo Ferrari,,male,1551
Paolo Dagomari di Prato,,male,1282
Hourya Sinaceur,Morocco,female,1940
Aslak Tveito,,male,1961
Steven Roman,United States of America,male,
Otfrid Mittmann,,male,1908
Étienne Bézout,France,male,1730
Ennio de Giorgi,Italy,male,1928
Robert Moody,Canada,male,1941
James Keener,,male,
Conon of Samos,,male,-280
Lillian Rosanoff Lieber,United States of America,female,1886
Joel David Hamkins,United States of America,male,
Harold Edwards (mathematician),United States of America,male,1936
Stephen Cole Kleene,United States of America,male,1909
Maria Wonenburger,Spain,female,1927
Marta Sanz-Solé,Spain,female,1952
Robert B. Lisek,,male,
Odd Aalen,Norway,male,1947
David Wallace (physicist),,male,1945
Maurice Solovine,Romania,male,1875
Jenő Egerváry,"Hungary, Austria-Hungary",male,1891
Ivan Śleszyński,"Russian Empire, Poland",male,1854
Carlos Castillo-Chavez,"United States of America, Mexico",male,1952
Alessandro Figà Talamanca,Italy,male,1938
András Sárközy,Hungary,male,1941
Joseph Adna Hill,United States of America,male,1860
Herman Chernoff,United States of America,male,1923
Georg Bohlmann,Germany,male,1869
Lucjan Böttcher,Poland,male,1872
Leonard Eugene Dickson,United States of America,male,1874
Jean-Jacques Moreau,France,male,1923
Ky Fan,"China, ""Peoples Republic of China""",male,1914
Désiré André,France,male,1840
J. Nathan Kutz,,male,
James Ax,United States of America,male,1937
David G. Cantor,United States of America,male,1935
Henry Hickman Harte,,male,1790
Jean-Claude Falmagne,Belgium,male,1934
Brian D. Ripley,United Kingdom,male,1952
Oscar Schlömilch,Germany,male,1823
Susanna S. Epp,United States of America,female,
Ferdinando Piretti,,male,1600
Olav Reiersøl,Norway,male,1908
Hanna Neumann,"Germany, Australia",female,1914
Siavash Shahshahani,Iran,male,1942
Anatoli N. Andrianov,Soviet Union,male,1936
Nora Calderwood,,female,1896
Agnes Meyer Driscoll,United States of America,female,1889
R. Leonard Brooks,United Kingdom,male,1916
Thomas Clausen (mathematician),Duchy of Schleswig,male,1801
Ibn Shuayb,,male,
André Néron,France,male,1922
Thomas M. Liggett,United States of America,male,1944
Filip Lundberg,Sweden,male,1876
Thomas Baker (mathematician),United Kingdom,male,1625
Maryanthe Malliaris,,female,
Allen Knutson,United States of America,male,1969
Nathan Divinsky,Canada,male,1925
Gerald J. Toomer,United Kingdom,male,1934
Constantine Dafermos,,male,1941
Jakob Mohn,Norway,male,1838
Elisabeth Vreede,Kingdom of the Netherlands,female,1879
David Buchsbaum,United States of America,male,1929
Caspar Wessel,"Norway, Denmark",male,1745
Aristaeus the Elder,,male,-370
Ronald Gould (mathematician),United States of America,male,1950
Nazif ibn Yumn,Iran,male,
Richard Lashof,United States of America,male,1922
Irmgard Flügge-Lotz,Germany,female,1903
Christian Reiher,Germany,male,1984
Gunnar Kangro,"Republic of Estonia (1918–1940), Soviet Union",male,1913
Rolf Nevanlinna,Finland,male,1895
Giovanni Vacca (mathematician),Italy,male,1872
Paolo Ruffini,,male,1764
Martin Hyland,,male,
Frederic M. Lord,United States of America,male,1912
Warren Goldfarb,United States of America,male,
Andrei Petrovich Kiselyov,Soviet Union,male,1852
Jurjen Ferdinand Koksma,Kingdom of the Netherlands,male,1904
Nick Manton,United Kingdom,male,1952
Luigi Amoroso,Italy,male,1886
Su Song,China,male,1020
Hermann Hankel,"German Confederation, German Empire",male,1839
Awele Maduemezia,Nigeria,male,
Indulata Sukla,India,female,1944
Takeo Nakasawa,Japan,male,1913
Daniel Huybrechts,Germany,male,1966
William Rutherford (mathematician),United Kingdom,male,1798
Minggatu,China,male,1692
Mikio Sato,Japan,male,1928
Bill Casselman (mathematician),United States of America,male,1941
Emanuel Björling,Sweden,male,1808
Kelly Miller (scientist),United States of America,male,1863
Sarvadaman Chowla,India,male,1907
Arieh Iserles,"United Kingdom, Israel",male,1947
Stella Baruk,France,female,1932
Philip J. Davis,United States of America,male,1923
Daniel Brélaz,Switzerland,male,1950
Henry Perigal,United Kingdom,male,1801
Fotini Markopoulou-Kalamara,Greece,female,1971
Loyiso Nongxa,South Africa,male,1953
Warren Colburn,United States of America,male,1793
Miranda Cheng,,female,
Terry Speed,Australia,male,1943
Karl Becker (statistician),Germany,male,1823
Elart von Collani,Germany,male,1944
Camillo De Lellis,Italy,male,1976
David P. Williamson,United States of America,male,1967
Keith William Morton,United Kingdom,male,1930
Paul-André Meyer,France,male,1934
Kazimierz Cwojdziński,Poland,male,1878
Julio Garavito Armero,Colombia,male,1865
Jeanne Peiffer,France,female,1948
Louis Bertrand Castel,France,male,1688
Charles de Tinseau dAmondans,France,male,1748
Alexander Gelfond,"Russian Empire, Soviet Union",male,1906
Lawrence Biedenharn,United States of America,male,1922
Ravindra Khattree,United States of America,male,1959
Abraham Charnes,United States of America,male,1917
James Clerk Maxwell,United Kingdom of Great Britain and Ireland,male,1831
Michel Broué,France,male,1946
Estate Khmaladze,"Georgia, Australia",male,1944
Giovanni de Galliano Pieroni,,male,1586
Mayme Logsdon,,female,
Ruan Yuan,China,male,1764
J. F. Besseling,Kingdom of the Netherlands,male,1928
Irit Dinur,Israel,female,1900
Kai-Tai Fang,"""Peoples Republic of China""",male,1940
Johannes Runnenburg,Kingdom of the Netherlands,male,1932
Jerzy Neyman,Poland,male,1894
Cynthia A. Phillips,,female,
Imre Csiszár,Hungary,male,1938
Camille Jordan,France,male,1838
Norman L. Biggs,United Kingdom,male,1941
"Sir John Lubbock, 3rd Baronet",United Kingdom,male,1803
Susan Montgomery,United States of America,female,1943
Fernando Q. Gouvêa,Brazil,male,1900
John Kersey the elder,Kingdom of England,male,1616
Luis Vázquez Martínez,Spain,male,1949
